comment_id,content,like_count,topic,topic_name,sentiment_score,sentiment_label,platform
7452975535301346087,建议四川和云南共同出资打造一艘航空母舰，命名为川云舰，守护祖国万里海疆 [比心][比心][比心],71517,3,技术问题讨论,0.7223507761955261,正面,douyin
7452970838485123878,电脑操作系统是不是咱也应该自己搞一个,64871,2,品牌竞争对比,0.5099841952323914,中性,douyin
7455546059374396201,任正非不愧是退伍军人，所有的一切都预料到了,1744,1,品牌情感支持,0.9699153900146484,正面,douyin
7452963208261813032,华为除了有点贵 没毛病,43,1,品牌情感支持,0.9575304985046388,正面,douyin
7452968846870201126,"终于能抢先评论了😂😂
中国🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳加油",2230,1,品牌情感支持,0.9650641679763794,正面,douyin
7452971206276432697,支持华为，因为他一颗赤热的中国芯！[鼓掌][鼓掌][鼓掌][赞][赞][赞],4328,1,品牌情感支持,0.986797332763672,正面,douyin
7452969701363729210,加油华为，我的mate 50想换了，但是老婆不同意，说还可以用[捂脸][捂脸][捂脸],4856,0,产品功能体验,0.9451376795768738,正面,douyin
7452962675208766217,这么多年了，电脑端民用也要逐步换掉微软，不能再等了,3393,2,品牌竞争对比,0.8005127310752869,正面,douyin
7452976274978472743,华为的坚持就是我们的坚持，华为的无畏就是我们的信心！[赞][赞][赞],5614,0,产品功能体验,0.9853488802909852,正面,douyin
7452971731779683132,国之重器，中华有为，支持华为。加油中国华为[赞][赞][赞][赞][赞],2412,1,品牌情感支持,0.9057493805885316,正面,douyin
7277437010573706021,手机还没买，就已经来抖音了解功能了[看],27502,1,品牌情感支持,0.224446639418602,负面,douyin
7278140103456359228,我希望那些手机博主当初怎么测试的华为mate60pro 现在就怎么测试苹果15pro  这个要求很合理吧[憨笑],687,1,品牌情感支持,0.94443017244339,正面,douyin
7278241446468698920,友友们 马上抢到手 [看],438,1,品牌情感支持,0.9782997369766236,正面,douyin
7277709656066704167,一部手机而已，没必要攀比，能用就行,878,1,品牌情感支持,0.4174361824989319,中性,douyin
7562479168203064122,为什么我的永久不能录屏？[泪奔],0,2,品牌竞争对比,0.0966907516121864,负面,douyin
7277200595071992617,还有适合中国宝宝的主题[看],2852,1,品牌情感支持,0.9717715382575988,正面,douyin
7277551613487825723,手机这种东西，能用就行了，不要盲目跟风,323,0,产品功能体验,0.2404208332300186,负面,douyin
7279650278550717221,一个手机只要能通话就够了，没必要攀比,11,1,品牌情感支持,0.2624844014644623,负面,douyin
7277585241521308456,少点攀比心，手机而已。,61,1,品牌情感支持,0.4415592849254608,中性,douyin
7530637028822106939,@TAGA: 宿舍里，有的同学在用电脑打游戏，有的同学在用电脑写代码，有的同学在用电脑剪视频。只有一位用华为电脑的同学，玩切换页面玩了一晚上，嘴里还不断地喊着遥遥领先。[赞][赞],715,2,品牌竞争对比,0.5638085603713989,中性,douyin
7506738954579034938,说实话我的手机华为mate60pro1TB，一万块钱，一充电就发热，打王者把全部软件关掉，一局王者耗电10%左右而且比小米还能发热，刷抖音的话用2小时左右就没电了，我感觉不值这个价,1166,0,产品功能体验,0.1014872193336486,负面,douyin
7529050283155637051,宿舍里，有的同学在用电脑打游戏，有的同学在用电脑写代码，有的同学在用电脑剪视频。只有一位用华为电脑的同学，玩切换页面玩了一晚上，嘴里还不断地喊着遥遥领先。,107,2,品牌竞争对比,0.5638085603713989,中性,douyin
7506560724152501043,可是我的mate60pro打了两把lol手游就发烫啊[捂脸][捂脸][捂脸],72956,1,品牌情感支持,0.6800869107246399,中性,douyin
7506786969298256699,马上各地水军就会赶到来黑，包括国内大侄子[捂脸],223,1,品牌情感支持,0.6941959261894226,中性,douyin
7528752341060567860,"这台电脑最大的作用就是能让大家分辨出
谁是接商务不说实话的数码博主",13,2,品牌竞争对比,0.9707762598991394,正面,douyin
7506602761540567820,太好了，过过眼瘾，能不能过过手瘾[尬笑],1,2,品牌竞争对比,0.9783741235733032,正面,douyin
7506672318690673467,过两年买个二手的 5000 差不多了,38,3,技术问题讨论,0.3141684234142303,负面,douyin
7507659587869934345,不就是一个折叠的平板吗？[捂脸],14,2,品牌竞争对比,0.1598263531923294,负面,douyin
7528465626131809062,意思就是说搞得花里胡哨的就能以高价售出，还是华粉有钱 [调皮],2,1,品牌情感支持,0.065813310444355,负面,douyin
7274103317785199397,"用了三年多的华为p40pro+,29号放在桌子上充电，不知怎么的突然大喊了一声""遥遥领先""就从桌子上跳了下去！",6375,0,产品功能体验,0.1021148487925529,负面,douyin
7274219514459325243,当代民族英雄任正非[赞][赞][赞]华为民族脊梁[赞][赞][赞],60,1,品牌情感支持,0.986996293067932,正面,douyin
7273855490739700536,[发呆]4g咋了，山上也没5g啊。不能买？,1558,2,品牌竞争对比,0.1293491721153259,负面,douyin
7280819658688381736,"手机vs苹果，基站vs爱立信，交换机vs思科，服务器vs IBM，麒麟vs高通，鸿蒙vs安卓，meta erp vs甲骨文，盘古大模型vs chat gpt，华为云vs亚马逊，屏幕vs康宁，pc系统vs微软，架构vs arm.
 华为一人单挑全球顶级科技[泪奔]
谁来帮帮华为分担一个发展[泪奔][泪奔]",122,2,品牌竞争对比,0.7685293555259705,正面,douyin
7294626734498661120,今天脑子一抽去授权体验店问了一嘴。然后支付宝余额就发起了哀嚎[捂脸],44,1,品牌情感支持,0.331150084733963,负面,douyin
7282748943854289683,mate60:昆仑玻璃，玄武框架，麒麟芯片，盘古模型，鸿蒙系统，泰山架构，这手机拿着感觉都辟邪,1311,3,技术问题讨论,0.7656710743904114,正面,douyin
7291454803061342988,512G的太难抢了，我媳妇抢了好久抢不到，没办法一万多加价-买了1T的。不出意外的话，两年后就是我的了[得意],168,0,产品功能体验,0.9738975167274476,正面,douyin
7274458859350115124,华为发的纪念礼品[呲牙],263,1,品牌情感支持,0.901747226715088,正面,douyin
7273854789577655092,猜猜华为这四年怎么过的[流泪][流泪],14439,0,产品功能体验,0.6628907322883606,中性,douyin
7582161350090195769,140年工业史干翻2600年佛教史,217,2,品牌竞争对比,0.9429291486740112,正面,douyin
7582167291476837179,中兴被制裁时，听说任老爷子直接下令撤消了华为对中兴的所有起诉，还不能挖中兴的人,266,1,品牌情感支持,0.2125589996576309,负面,douyin
7582167829631419194,明朝中期，我们是他的小弟。明朝末期，我们进关是为了保护皇帝。明朝灭亡后。我们康乾盛世。民国成立后。我们是普通老百姓。新中国成立后。我们是56个民族之一满族。今天，我们是八旗子弟。,6,3,技术问题讨论,0.9367753863334656,正面,douyin
7582122487120642853,说拿货来卖不是说的制裁，是说的华为提前拿供应商还没有出的镜头模组当卖点，提前发售。人家供应商东西还没出呢，华为的商城已经开始卖了，可下单后就是不发货，等供应商量产呢。,4,2,品牌竞争对比,0.0277241840958595,负面,douyin
7582190549077312283,如果是小说中的江湖社会，这种人可以说一出场直接被杀死了，什么还有存活的可能，幸亏是在中国现在这个社会，就现在离开中国出国门一样只有被宰的份，看看在欧洲在印度直接被人家罚到内裤都没有，它应该感谢在中国这种国家。,0,1,品牌情感支持,0.8493085503578186,正面,douyin
7582260187462189873,自从它的那句，你有本事拿货来卖啊，从此再也不用它的任何东西，包括身边的亲戚朋友,0,1,品牌情感支持,0.0245080683380365,负面,douyin
